,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,15:00:00,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,PosicAbbrev
237,Jordan McRae,CLE,25,22,10,12,196,0.5,0.2,0.4,43.6,0.1,0.1,45.5,0.1,0.1,75.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.2, PG
238,Jordan Mickey,BOS,21,16,9,7,57,0.4,0.1,0.4,36.4,0.0,0.0,0.0,0.1,0.2,50.0,0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0,0,0.1, PG
239,Jorge Gutierrez,CHA,27,12,9,3,63,0.3,0.1,0.2,54.5,0.0,0.0,0.0,0.2,0.2,90.9,0.0,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0,0,0.1, PG
240,Jose Calderon,NYK,34,72,29,43,2024,0.3,0.1,0.2,45.9,0.0,0.1,41.4,0.0,0.0,87.5,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1,0,-0.0, SF
241,Josh Huestis,OKC,24,5,2,3,55,0.3,0.1,0.2,41.7,0.1,0.1,66.7,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0,0,0.0, PF
242,Josh McRoberts,MIA,29,42,27,15,595,0.3,0.1,0.3,37.2,0.0,0.1,24.5,0.1,0.1,70.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,1,0,0.0, SG
243,Josh Richardson,MIA,22,52,29,23,1107,0.3,0.1,0.3,45.2,0.1,0.1,46.1,0.0,0.1,66.7,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,0.0, C
244,Josh Smith,HOU,30,55,31,24,880,0.4,0.1,0.4,36.4,0.1,0.2,28.7,0.0,0.1,55.2,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,0,0,-0.1, PG
245,Jrue Holiday,NOP,26,65,27,38,1831,0.6,0.2,0.5,43.9,0.1,0.1,33.6,0.1,0.1,84.3,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,5,0,0.0, PF
246,Julius Randle,LAL,21,81,17,64,2286,0.4,0.2,0.4,42.9,0.0,0.0,27.8,0.1,0.1,71.5,0.1,0.3,0.4,0.1,0.1,0.0,0.0,0.1,34,1,-0.3, SG
247,Justin Anderson,DAL,22,55,28,27,647,0.3,0.1,0.3,40.6,0.0,0.1,26.5,0.1,0.1,80.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,1,0,0.0, PF
248,Justin Harper,BKN,26,5,4,1,35,0.4,0.1,0.3,40.0,0.1,0.3,44.4,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0,0,-0.9, SG
249,Justin Holiday,CHI,27,53,28,25,772,0.3,0.1,0.3,38.6,0.1,0.1,34.3,0.0,0.1,73.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, SF
250,Justise Winslow,MIA,20,78,46,32,2232,0.2,0.1,0.2,42.2,0.0,0.1,27.6,0.0,0.1,68.4,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0,0,0.1, C
251,Jusuf Nurkic,DEN,21,32,14,18,547,0.5,0.2,0.4,41.7,0.0,0.0,0.0,0.1,0.2,61.6,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.2,4,0,-0.0, SG
252,KJ McDaniels,HOU,23,37,17,20,235,0.4,0.1,0.3,40.3,0.0,0.1,28.0,0.1,0.1,80.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0,0,0.3, C
253,Karl-Anthony Towns,MIN,20,82,29,53,2627,0.6,0.2,0.4,54.2,0.0,0.0,34.1,0.1,0.1,81.1,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,52,0,-0.1, SF
254,Kawhi Leonard,SAS,25,72,60,12,2380,0.6,0.2,0.5,50.6,0.1,0.1,44.3,0.1,0.1,87.4,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.1,12,0,0.3, PG
255,Keith Appling,ORL,24,5,0,5,27,0.2,0.1,0.3,25.0,0.0,0.1,0.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0,0,0.5, C
256,Kelly Olynyk,BOS,25,69,40,29,1395,0.5,0.2,0.4,45.5,0.1,0.1,40.5,0.1,0.1,75.0,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.1,1,0,0.2, SF
257,Kelly Oubre Jr.,WAS,20,63,31,32,671,0.3,0.1,0.3,42.7,0.0,0.1,31.6,0.1,0.1,63.3,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,0,0,-0.1, PG
258,Kemba Walker,CHA,26,81,47,34,2885,0.6,0.2,0.5,42.7,0.1,0.2,37.1,0.1,0.1,84.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,3,0,0.1, PG
259,Kendall Marshall,PHI,24,30,3,27,400,0.3,0.1,0.3,36.4,0.0,0.1,32.7,0.0,0.0,69.2,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0,0,-0.3, C
260,Kendrick Perkins,NOP,31,37,13,24,542,0.2,0.1,0.1,53.3,0.0,0.0,0.0,0.0,0.1,44.0,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, PF
261,Kenneth Faried,DEN,26,67,26,41,1694,0.5,0.2,0.4,55.8,0.0,0.0,50.0,0.1,0.1,61.3,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,21,0,-0.1, SF
262,Kent Bazemore,ATL,26,75,44,31,2083,0.4,0.1,0.3,44.1,0.1,0.1,35.7,0.1,0.1,81.5,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.1,1,0,0.0, SG
263,Kentavious Caldwell-Pope,DET,23,76,41,35,2789,0.4,0.1,0.3,42.0,0.0,0.1,30.9,0.1,0.1,81.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1,0,0.1, SF
264,Kevin Durant,OKC,27,72,52,20,2578,0.8,0.3,0.5,50.5,0.1,0.2,38.7,0.2,0.2,89.8,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,27,1,0.3, PF
265,Kevin Garnett,MIN,40,38,14,24,556,0.2,0.1,0.2,47.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.2,0.3,0.1,0.0,0.1,0.0,0.1,0,0,0.1, PF
266,Kevin Love,CLE,27,77,53,24,2424,0.5,0.2,0.4,41.9,0.1,0.2,36.0,0.1,0.1,82.2,0.1,0.3,0.3,0.1,0.1,0.0,0.0,0.1,35,0,0.2, SG
267,Kevin Martin,SAS,33,55,24,31,1095,0.5,0.1,0.4,37.2,0.0,0.1,36.0,0.1,0.2,89.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, C
268,Kevin Seraphin,NYK,26,48,15,33,527,0.4,0.2,0.4,41.0,0.0,0.0,0.0,0.0,0.0,82.6,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,0,0,-0.2, SF
269,Kevon Looney,GSW,20,5,4,1,21,0.4,0.2,0.3,57.1,0.1,0.1,50.0,0.0,0.0,0.0,0.2,0.3,0.5,0.0,0.1,0.0,0.0,0.1,0,0,-1.1, SG
270,Khris Middleton,MIL,24,79,33,46,2852,0.5,0.2,0.4,44.4,0.1,0.1,39.6,0.1,0.1,88.8,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,1,0,-0.0, SG
271,Kirk Hinrich,ATL,35,46,26,20,631,0.2,0.1,0.2,38.0,0.0,0.1,38.7,0.0,0.0,93.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, SG
272,Klay Thompson,GSW,26,80,71,9,2666,0.7,0.2,0.5,47.0,0.1,0.2,42.5,0.1,0.1,87.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.3, SF
273,Kobe Bryant,LAL,37,66,13,53,1863,0.6,0.2,0.6,35.8,0.1,0.3,28.5,0.1,0.1,82.6,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2,0,-0.3, C
274,Kosta Koufos,SAC,27,78,32,46,1482,0.4,0.2,0.3,53.2,0.0,0.0,0.0,0.0,0.1,54.8,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1,5,0,-0.1, SF
275,Kostas Papanikolaou,DEN,25,26,8,18,294,0.2,0.1,0.2,36.4,0.0,0.1,31.3,0.0,0.1,64.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.0, PF
276,Kris Humphries,ATL,31,53,29,24,835,0.4,0.1,0.3,41.0,0.0,0.1,31.5,0.1,0.1,79.8,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1,1,0,-0.1, PF
277,Kristaps Porzingis,NYK,20,72,28,44,2046,0.5,0.2,0.4,42.1,0.0,0.1,33.3,0.1,0.1,83.8,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,21,0,0.0, SG
278,Kyle Anderson,SAS,22,78,64,14,1245,0.3,0.1,0.2,46.8,0.0,0.0,32.4,0.1,0.1,74.7,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.1,1,0,0.2, SG
279,Kyle Korver,ATL,35,80,46,34,2401,0.3,0.1,0.3,43.4,0.1,0.2,39.8,0.0,0.0,83.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,0.2, PG
280,Kyle Lowry,TOR,30,77,54,23,2851,0.6,0.2,0.4,42.7,0.1,0.2,38.8,0.1,0.2,81.1,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,12,1,0.1, C
281,Kyle O'Quinn,NYK,26,65,26,39,764,0.4,0.2,0.3,47.6,0.0,0.0,22.7,0.1,0.1,76.7,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,1,0,-0.1, SF
282,Kyle Singler,OKC,28,68,43,25,977,0.2,0.1,0.2,38.9,0.0,0.1,30.9,0.0,0.1,65.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.0, PG
283,Kyrie Irving,CLE,24,53,37,16,1667,0.6,0.2,0.5,44.8,0.1,0.2,32.1,0.1,0.1,88.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,1,0,0.1, PF
284,LaMarcus Aldridge,SAS,30,74,61,13,2261,0.6,0.2,0.5,51.3,0.0,0.0,0.0,0.1,0.1,85.8,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,26,0,0.2, SG
285,Lamar Patterson,ATL,24,35,23,12,395,0.2,0.1,0.2,35.0,0.0,0.1,24.5,0.0,0.1,72.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.1, SG
286,Lance Stephenson,MEM,25,69,36,33,1372,0.4,0.2,0.3,48.1,0.0,0.1,38.5,0.1,0.1,78.4,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,1,0,-0.1, SF
287,Lance Thomas,NYK,28,59,25,34,1313,0.4,0.1,0.3,44.2,0.0,0.1,40.4,0.1,0.1,85.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.0, SG
288,Langston Galloway,NYK,24,82,32,50,2033,0.3,0.1,0.3,39.3,0.0,0.1,34.4,0.0,0.1,75.4,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1,0,-0.1, PF
289,Larry Nance Jr.,LAL,23,63,14,49,1266,0.3,0.1,0.2,52.7,0.0,0.0,10.0,0.0,0.0,68.1,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,3,0,-0.1, PF
290,Lavoy Allen,IND,27,79,43,36,1599,0.3,0.1,0.2,51.6,0.0,0.0,0.0,0.0,0.1,63.0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,4,0,0.1, SF
291,LeBron James,CLE,31,76,56,20,2708,0.7,0.3,0.5,52.0,0.0,0.1,30.9,0.1,0.2,73.1,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.1,28,3,0.2, SG
292,Leandro Barbosa,GSW,33,68,60,8,1079,0.4,0.2,0.3,46.2,0.0,0.1,35.5,0.1,0.1,83.9,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, PG
293,Lorenzo Brown,DET,25,8,1,7,61,0.3,0.1,0.4,32.0,0.0,0.1,12.5,0.1,0.1,75.0,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,-0.5, PF
294,Lou Amundson,NYK,33,29,11,18,204,0.3,0.1,0.3,35.8,0.0,0.0,0.0,0.1,0.1,51.9,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.2,0,0,-0.2, SG
295,Lou Williams,LAL,29,67,14,53,1907,0.5,0.1,0.4,40.8,0.1,0.2,34.4,0.2,0.2,83.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.2, PF
296,Luc Mbah a Moute,LAC,29,75,49,26,1274,0.2,0.1,0.2,45.4,0.0,0.0,32.5,0.0,0.0,52.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,0.1, C
297,Lucas Nogueira,TOR,23,29,17,12,225,0.3,0.1,0.2,63.6,0.0,0.0,33.3,0.0,0.1,53.3,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0,0,0.1, SG
298,Luis Montero,POR,23,12,6,6,42,0.3,0.1,0.5,26.3,0.0,0.2,11.1,0.1,0.1,75.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0,0,-0.9, PF
299,Luis Scola,TOR,36,76,50,26,1636,0.4,0.2,0.4,45.0,0.0,0.1,40.4,0.0,0.1,72.6,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,3,0,-0.0, SF
300,Luke Babbitt,NOP,27,47,16,31,845,0.4,0.1,0.3,42.2,0.1,0.1,40.4,0.1,0.1,78.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,1,0,-0.0, SF
301,Luol Deng,MIA,31,74,45,29,2394,0.4,0.1,0.3,45.5,0.0,0.1,34.4,0.1,0.1,75.5,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,13,0,0.0, SG
302,Manu Ginobili,SAS,38,58,47,11,1134,0.5,0.2,0.4,45.3,0.1,0.2,39.1,0.1,0.1,81.3,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,0.3, C
303,Marc Gasol,MEM,31,52,30,22,1791,0.5,0.2,0.4,46.4,0.0,0.0,66.7,0.1,0.1,82.9,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,9,1,0.0, PG
304,Marcelo Huertas,LAL,33,53,8,45,869,0.3,0.1,0.3,42.2,0.0,0.1,26.2,0.0,0.0,93.1,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0,0,0.0, C
305,Marcin Gortat,WAS,32,75,35,40,2256,0.5,0.2,0.3,56.7,0.0,0.0,0.0,0.1,0.1,70.5,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,41,0,0.0, SG
306,Marco Belinelli,SAC,30,68,27,41,1672,0.4,0.1,0.4,38.6,0.1,0.2,30.6,0.1,0.1,83.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, PF
307,Marcus Morris,DET,26,80,42,38,2856,0.4,0.1,0.3,43.4,0.0,0.1,36.2,0.1,0.1,74.9,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,4,0,0.1, PG
308,Marcus Smart,BOS,22,61,36,25,1667,0.3,0.1,0.3,34.8,0.0,0.1,25.3,0.1,0.1,77.7,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,2,1,0.1, SG
309,Marcus Thornton,WAS,29,61,32,29,1108,0.5,0.2,0.5,39.9,0.1,0.2,33.7,0.1,0.1,84.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, PG
310,Mario Chalmers,MIA,30,61,38,23,1373,0.5,0.1,0.3,41.0,0.0,0.1,30.9,0.2,0.2,83.2,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,0.1, SG
311,Mario Hezonja,ORL,21,79,33,46,1413,0.3,0.1,0.3,43.3,0.1,0.1,34.9,0.0,0.0,90.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, SG
312,Markel Brown,BKN,24,62,12,50,982,0.4,0.1,0.3,39.4,0.0,0.1,31.4,0.1,0.1,75.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,1,0,-0.2, PF
313,Markieff Morris,WAS,26,64,22,42,1629,0.5,0.2,0.4,42.5,0.0,0.1,30.3,0.1,0.1,73.5,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,2,0,-0.1, C
314,Marreese Speights,GSW,28,72,64,8,832,0.6,0.2,0.6,43.2,0.0,0.1,38.7,0.1,0.1,82.5,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,1,0,0.0, PF
315,Marvin Williams,CHA,30,81,47,34,2338,0.4,0.1,0.3,45.2,0.1,0.2,40.2,0.1,0.1,83.3,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,10,0,0.1, C
316,Mason Plumlee,POR,26,82,44,38,2083,0.4,0.1,0.3,51.6,0.0,0.0,0.0,0.1,0.2,64.2,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,15,0,0.0, SF
317,Matt Barnes,MEM,36,76,38,38,2190,0.3,0.1,0.3,38.1,0.1,0.2,32.2,0.1,0.1,80.4,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,7,1,-0.1, C
318,Matt Bonner,SAS,36,30,25,5,206,0.4,0.1,0.3,50.9,0.1,0.2,44.1,0.0,0.0,75.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,0.3, PG
319,Matthew Dellavedova,CLE,25,76,54,22,1867,0.3,0.1,0.3,40.5,0.1,0.1,41.0,0.0,0.0,86.4,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,1,0,0.2, SF
320,Maurice Harkless,POR,23,78,40,38,1457,0.3,0.1,0.3,47.4,0.0,0.1,27.9,0.1,0.1,62.2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,4,0,0.0, SF
321,Metta World Peace,LAL,36,35,6,29,590,0.3,0.1,0.3,31.1,0.0,0.1,31.0,0.1,0.1,70.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,-0.1, PF
322,Meyers Leonard,POR,24,61,33,28,1333,0.4,0.1,0.3,44.8,0.1,0.2,37.7,0.0,0.0,76.1,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,4,0,0.1, SF
323,Michael Beasley,HOU,27,20,10,10,363,0.7,0.3,0.6,52.2,0.0,0.0,33.3,0.1,0.1,77.6,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1,1,0,-0.2, PG
324,Michael Carter-Williams,MIL,24,54,21,33,1649,0.4,0.1,0.3,45.2,0.0,0.0,27.3,0.1,0.1,66.3,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.1,6,0,-0.1, SF
325,Michael Kidd-Gilchrist,CHA,22,7,5,2,205,0.4,0.2,0.3,54.1,0.0,0.0,42.9,0.1,0.1,69.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2,0,0.3, PG
326,Mike Conley,MEM,28,56,33,23,1760,0.5,0.2,0.4,42.2,0.0,0.1,36.3,0.1,0.1,83.4,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,4,0,0.0, SG
327,Mike Dunleavy,CHI,35,31,13,18,703,0.3,0.1,0.3,41.0,0.1,0.1,39.4,0.0,0.1,78.4,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,-0.1, SG
328,Mike Miller,DEN,36,47,21,26,373,0.2,0.1,0.2,35.5,0.1,0.1,36.5,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.2, PF
329,Mike Muscala,ATL,24,60,34,26,565,0.3,0.1,0.3,50.0,0.0,0.1,30.8,0.1,0.1,79.5,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0,0,-0.1, PF
330,Mike Scott,ATL,27,75,46,29,1146,0.4,0.1,0.3,46.8,0.1,0.1,39.2,0.0,0.1,79.4,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0,0,0.1, C
331,Miles Plumlee,MIL,27,61,23,38,870,0.4,0.2,0.3,60.1,0.0,0.0,0.0,0.0,0.1,57.6,0.1,0.2,0.3,0.0,0.1,0.0,0.1,0.1,0,0,-0.1, PF
332,Mirza Teletovic,PHX,30,79,23,56,1686,0.6,0.2,0.5,42.7,0.1,0.3,39.3,0.1,0.1,77.4,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,2,0,-0.1, PF
333,Mitch McGary,OKC,24,20,17,3,72,0.4,0.1,0.3,47.8,0.0,0.1,0.0,0.1,0.1,40.0,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0,0,-0.7, PG
334,Mo Williams,CLE,33,41,27,14,748,0.5,0.2,0.4,43.7,0.1,0.1,35.3,0.1,0.1,90.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, SG
335,Monta Ellis,IND,30,81,44,37,2734,0.4,0.2,0.4,42.7,0.0,0.1,30.9,0.1,0.1,78.6,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,1,0,0.0, PF
336,Montrezl Harrell,HOU,22,39,17,22,379,0.4,0.1,0.2,64.4,0.0,0.0,0.0,0.1,0.1,52.2,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0,0,0.1, C
337,Myles Turner,IND,20,60,32,28,1367,0.5,0.2,0.4,49.8,0.0,0.0,21.4,0.1,0.1,72.7,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.1,4,0,-0.1, PG
338,Nate Robinson,NOP,32,2,0,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0,0,-0.9, C
339,Nazr Mohammed,OKC,38,5,5,0,19,0.4,0.1,0.3,60.0,0.0,0.0,0.0,0.1,0.1,100,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0,0,-0.1, PF
340,Nemanja Bjelica,MIN,28,60,20,40,1075,0.3,0.1,0.2,46.8,0.0,0.1,38.4,0.0,0.1,72.7,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,3,0,-0.1, C
341,Nene,WAS,33,57,28,29,1094,0.5,0.2,0.3,54.4,0.0,0.0,0.0,0.1,0.2,57.8,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.1,1,0,0.0, PF
342,Nerlens Noel,PHI,22,67,10,57,1965,0.4,0.2,0.3,52.1,0.0,0.0,50.0,0.1,0.1,59.0,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,16,0,-0.2, PF
343,Nick Collison,OKC,35,59,39,20,699,0.2,0.1,0.2,45.9,0.0,0.0,0.0,0.0,0.1,69.7,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0,0,0.0, SG
344,Nick Young,LAL,31,54,13,41,1033,0.4,0.1,0.4,33.9,0.1,0.2,32.5,0.1,0.1,82.9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.2, SG
345,Nicolas Batum,CHA,27,70,41,29,2448,0.4,0.1,0.4,42.6,0.1,0.2,34.8,0.1,0.1,84.9,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,11,2,0.1, SG
346,Nik Stauskas,PHI,22,73,8,65,1809,0.3,0.1,0.3,38.5,0.1,0.2,32.6,0.1,0.1,77.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.2, PF
347,Nikola Jokic,DEN,21,80,31,49,1733,0.5,0.2,0.3,51.2,0.0,0.1,33.3,0.1,0.1,81.1,0.1,0.2,0.3,0.1,0.1,0.1,0.0,0.1,16,0,0.1, PF
348,Nikola Mirotic,CHI,25,66,37,29,1646,0.5,0.1,0.4,40.7,0.1,0.2,39.0,0.1,0.1,80.7,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,5,0,0.0, C
349,Nikola Pekovic,MIN,30,12,2,10,156,0.3,0.1,0.3,38.0,0.0,0.0,0.0,0.1,0.1,80.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.4, C
350,Nikola Vucevic,ORL,25,65,28,37,2037,0.6,0.3,0.5,51.0,0.0,0.0,22.2,0.1,0.1,75.3,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,29,0,-0.0, PF
351,Noah Vonleh,POR,20,78,41,37,1174,0.2,0.1,0.2,42.1,0.0,0.0,23.9,0.0,0.0,74.5,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0,0,-0.1, SG
352,Norman Powell,TOR,23,49,32,17,725,0.4,0.1,0.3,42.4,0.1,0.1,40.4,0.1,0.1,81.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,0.1, PG
353,Norris Cole,NOP,27,45,20,25,1198,0.4,0.2,0.4,40.5,0.0,0.1,32.4,0.0,0.1,80.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2,0,-0.1, SG
354,O.J. Mayo,MIL,28,41,17,24,1090,0.3,0.1,0.3,37.1,0.1,0.1,32.1,0.0,0.0,77.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, C
355,Omer Asik,NOP,29,68,29,39,1178,0.2,0.1,0.2,53.3,0.0,0.0,0.0,0.1,0.1,54.5,0.1,0.3,0.3,0.0,0.1,0.0,0.0,0.1,2,0,-0.2, SF
