,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,15:00:00,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,PosicAbbrev
356,Omri Casspi,SAC,28,69,27,42,1880,0.4,0.2,0.3,48.1,0.1,0.1,40.9,0.1,0.1,64.8,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,6,0,0.0, SG
357,Orlando Johnson,NOP,27,7,1,6,102,0.3,0.1,0.3,26.5,0.0,0.1,20.0,0.1,0.1,75.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.4, SF
358,Otto Porter,WAS,23,75,36,39,2276,0.4,0.1,0.3,47.3,0.0,0.1,36.7,0.0,0.1,75.4,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.1,5,0,0.0, SF
359,PJ Hairston,MEM,23,66,31,35,1313,0.3,0.1,0.3,35.5,0.1,0.2,29.0,0.0,0.1,78.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1,0,-0.1, SF
360,PJ Tucker,PHX,31,82,23,59,2540,0.3,0.1,0.2,41.1,0.0,0.1,33.0,0.0,0.1,74.6,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,7,0,-0.1, PG
361,Pablo Prigioni,LAC,39,59,37,22,823,0.2,0.1,0.2,37.4,0.0,0.1,29.5,0.0,0.0,87.5,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,-0.1, SG
362,Pat Connaughton,POR,23,34,17,17,143,0.3,0.1,0.3,26.5,0.0,0.1,23.8,0.0,0.0,100,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0,0,-0.1, PG
363,Patrick Beverley,HOU,27,71,35,36,2041,0.3,0.1,0.3,43.4,0.1,0.1,40.0,0.0,0.0,68.2,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,1,0,0.1, PF
364,Patrick Patterson,TOR,27,79,54,25,2020,0.3,0.1,0.2,41.4,0.1,0.1,36.2,0.0,0.0,85.3,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0,0,0.2, PG
365,Patty Mills,SAS,27,81,66,15,1662,0.4,0.2,0.4,42.5,0.1,0.2,38.4,0.0,0.0,81.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.2, C
366,Pau Gasol,CHI,35,72,36,36,2291,0.5,0.2,0.4,46.9,0.0,0.0,34.8,0.1,0.1,79.2,0.1,0.3,0.3,0.1,0.1,0.0,0.1,0.1,46,2,0.0, SF
367,Paul George,IND,26,81,44,37,2819,0.7,0.2,0.5,41.8,0.1,0.2,37.1,0.2,0.2,86.0,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.1,15,0,0.1, PF
368,Paul Millsap,ATL,31,81,48,33,2647,0.5,0.2,0.4,47.0,0.0,0.1,31.9,0.1,0.1,75.7,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,32,0,0.1, SF
369,Paul Pierce,LAC,38,68,44,24,1231,0.3,0.1,0.3,36.3,0.1,0.2,31.0,0.0,0.1,81.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.1, PG
370,Phil Pressey,POR,25,23,3,20,283,0.3,0.1,0.3,38.5,0.0,0.1,22.2,0.1,0.1,52.0,0.0,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0,0,-0.1, SF
371,Quincy Acy,SAC,25,59,21,38,876,0.3,0.1,0.2,55.6,0.0,0.1,38.8,0.1,0.1,73.5,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0,0,-0.1, SG
372,RJ Hunter,BOS,22,36,21,15,315,0.3,0.1,0.3,36.7,0.1,0.2,30.2,0.0,0.0,85.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.1, PG
373,Rajon Rondo,SAC,30,72,29,43,2537,0.3,0.1,0.3,45.4,0.0,0.1,36.5,0.0,0.1,58.0,0.0,0.1,0.2,0.3,0.1,0.1,0.0,0.1,37,6,-0.1, PF
374,Rakeem Christmas,IND,24,1,1,0,6,0.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0,0,-1.6, PG
375,Ramon Sessions,WAS,30,82,41,41,1667,0.5,0.2,0.4,47.3,0.0,0.1,32.4,0.1,0.2,75.6,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,3,0,-0.0, SG
376,Randy Foye,OKC,32,81,37,44,1642,0.3,0.1,0.3,35.1,0.1,0.1,30.0,0.0,0.1,82.4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, SG
377,Rashad Vaughn,MIL,19,70,30,40,1001,0.2,0.1,0.3,30.5,0.0,0.1,29.3,0.0,0.0,80.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.1, SF
378,Rasual Butler,SAS,37,46,41,5,432,0.3,0.1,0.2,47.1,0.0,0.1,30.6,0.0,0.0,68.8,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0,0,0.2, PG
379,Raul Neto,UTA,24,81,40,41,1499,0.3,0.1,0.3,43.1,0.0,0.1,39.5,0.0,0.1,74.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.1, PG
380,Ray McCallum,SAS,25,41,30,11,474,0.3,0.1,0.3,37.7,0.0,0.1,35.7,0.0,0.0,80.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, PG
381,Raymond Felton,DAL,32,80,40,40,2192,0.3,0.1,0.3,40.6,0.0,0.1,28.2,0.1,0.1,84.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,3,1,-0.0, SF
382,Reggie Bullock,DET,25,37,22,15,429,0.3,0.1,0.2,43.9,0.1,0.1,41.5,0.0,0.0,93.3,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0,0,-0.1, PG
383,Reggie Jackson,DET,26,79,43,36,2424,0.6,0.2,0.5,43.4,0.1,0.1,35.3,0.1,0.1,86.4,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,9,0,0.1, SF
384,Richard Jefferson,CLE,36,74,51,23,1326,0.3,0.1,0.2,45.8,0.1,0.1,38.2,0.0,0.1,66.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,-0.0, PF
385,Richaun Holmes,PHI,22,51,7,44,702,0.4,0.2,0.3,51.4,0.0,0.1,18.2,0.1,0.1,68.9,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0,0,-0.1, PG
386,Ricky Rubio,MIN,25,76,28,48,2323,0.3,0.1,0.3,37.4,0.0,0.1,32.6,0.1,0.1,84.7,0.0,0.1,0.1,0.3,0.1,0.1,0.0,0.1,14,0,0.0, SF
387,Robert Covington,PHI,25,67,10,57,1903,0.5,0.1,0.4,38.5,0.1,0.3,35.3,0.1,0.1,79.1,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.1,7,0,-0.1, C
388,Robert Sacre,LAL,27,25,2,23,320,0.3,0.1,0.2,41.3,0.0,0.0,0.0,0.1,0.1,65.8,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0,0,-0.1, C
389,Robin Lopez,NYK,28,82,32,50,2219,0.4,0.2,0.3,53.9,0.0,0.0,0.0,0.1,0.1,79.5,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,15,0,-0.0, SG
390,Rodney Hood,UTA,23,79,39,40,2541,0.5,0.2,0.4,42.0,0.1,0.2,35.9,0.1,0.1,86.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.1, PG
391,Rodney Stuckey,IND,30,58,33,25,1275,0.4,0.1,0.3,41.3,0.0,0.1,24.1,0.1,0.1,82.9,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, SF
392,Rondae Hollis-Jefferson,BKN,21,29,7,22,615,0.3,0.1,0.2,45.7,0.0,0.0,28.6,0.1,0.1,71.2,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.1,2,0,-0.1, PG
393,Ronnie Price,PHX,33,62,20,42,1211,0.3,0.1,0.3,38.4,0.1,0.2,34.7,0.0,0.0,75.6,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0,0,-0.1, C
394,Roy Hibbert,LAL,29,81,17,64,1878,0.3,0.1,0.2,44.3,0.0,0.0,0.0,0.1,0.1,80.7,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,3,0,-0.4, SF
395,Rudy Gay,SAC,29,70,29,41,2379,0.5,0.2,0.4,46.3,0.0,0.1,34.4,0.1,0.1,78.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,7,0,-0.0, C
396,Rudy Gobert,UTA,24,61,33,28,1932,0.3,0.1,0.2,55.9,0.0,0.0,0.0,0.1,0.1,56.9,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,20,0,0.1, PG
397,Russ Smith,MEM,25,15,6,9,66,0.3,0.1,0.3,31.8,0.0,0.1,20.0,0.1,0.2,61.5,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,-0.6, PG
398,Russell Westbrook,OKC,27,80,55,25,2749,0.7,0.2,0.5,45.4,0.0,0.1,29.6,0.2,0.2,81.2,0.1,0.2,0.2,0.3,0.1,0.1,0.0,0.1,54,18,0.2, PF
399,Ryan Anderson,NOP,28,66,24,42,2008,0.6,0.2,0.5,42.7,0.1,0.2,36.6,0.1,0.1,87.3,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,8,0,0.0, C
400,Ryan Hollins,MEM,31,37,18,19,460,0.3,0.1,0.2,62.0,0.0,0.0,0.0,0.1,0.1,61.9,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0,0,-0.3, PF
401,Ryan Kelly,LAL,25,36,3,33,470,0.3,0.1,0.3,36.9,0.0,0.1,13.5,0.1,0.1,68.5,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0,0,0.0, C
402,Salah Mejri,DAL,30,34,16,18,397,0.3,0.1,0.2,62.8,0.0,0.0,0.0,0.1,0.1,58.7,0.1,0.2,0.3,0.0,0.1,0.0,0.1,0.1,3,0,0.1, SF
403,Sam Dekker,HOU,22,3,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0,0,-0.3, C
404,Sasha Kaun,CLE,31,25,18,7,95,0.2,0.1,0.2,52.9,0.0,0.0,0.0,0.1,0.1,45.5,0.1,0.1,0.3,0.0,0.1,0.0,0.1,0.1,0,0,-0.0, SG
405,Sasha Vujacic,NYK,32,61,22,39,908,0.3,0.1,0.3,38.3,0.1,0.2,36.4,0.0,0.0,82.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, SG
406,Sean Kilpatrick,BKN,26,31,7,24,616,0.6,0.2,0.4,45.6,0.1,0.2,34.2,0.1,0.1,89.6,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.2, PF
407,Serge Ibaka,OKC,26,78,54,24,2500,0.4,0.2,0.3,47.9,0.0,0.1,32.6,0.0,0.1,75.2,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1,9,0,0.2, SG
408,Sergey Karasev,BKN,22,40,9,31,399,0.2,0.1,0.2,40.5,0.0,0.1,29.7,0.1,0.1,92.9,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.0, SG
409,Seth Curry,SAC,25,44,17,27,692,0.4,0.1,0.3,45.5,0.1,0.2,45.0,0.1,0.1,83.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,1,0,-0.1, SF
410,Shabazz Muhammad,MIN,23,82,29,53,1682,0.5,0.2,0.4,46.5,0.0,0.1,28.9,0.1,0.1,76.4,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0,0,-0.2, PG
411,Shabazz Napier,ORL,24,55,23,32,600,0.3,0.1,0.3,33.8,0.1,0.2,32.7,0.1,0.1,73.3,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0,0,-0.1, PG
412,Shane Larkin,BKN,23,78,20,58,1751,0.3,0.1,0.3,44.2,0.0,0.1,36.1,0.1,0.1,77.6,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,-0.2, PG
413,Shaun Livingston,GSW,30,78,69,9,1520,0.3,0.1,0.3,53.6,0.0,0.0,16.7,0.1,0.1,86.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0,0,0.1, PF
414,Shayne Whittington,IND,25,7,4,3,41,0.3,0.1,0.3,45.5,0.0,0.1,0.0,0.0,0.1,50.0,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.2,0,0,-0.1, PG
415,Shelvin Mack,UTA,26,52,27,25,1058,0.4,0.2,0.4,43.9,0.0,0.1,31.2,0.0,0.1,73.8,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,3,0,0.1, SF
416,Solomon Hill,IND,25,59,31,28,866,0.3,0.1,0.2,44.7,0.0,0.1,32.4,0.0,0.1,85.7,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,1,0,0.1, SG
417,Sonny Weems,PHX,29,43,6,37,498,0.2,0.1,0.2,38.2,0.0,0.1,36.6,0.0,0.0,53.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.2, PG
418,Spencer Dinwiddie,CHI,23,12,5,7,159,0.4,0.1,0.3,35.2,0.0,0.1,10.0,0.1,0.2,57.6,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,-0.3, PF
419,Spencer Hawes,CHA,28,57,30,27,1035,0.3,0.1,0.3,40.5,0.0,0.1,37.3,0.1,0.1,83.1,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.1,1,0,0.0, SF
420,Stanley Johnson,DET,20,73,37,36,1687,0.3,0.1,0.4,37.5,0.0,0.1,30.7,0.1,0.1,78.4,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,3,0,-0.1, PG
421,Stephen Curry,GSW,28,79,71,8,2700,0.9,0.3,0.6,50.4,0.1,0.3,45.4,0.1,0.1,90.8,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.1,15,2,0.4, PG
422,Steve Blake,DET,36,58,34,24,986,0.3,0.1,0.2,38.8,0.1,0.1,34.4,0.0,0.0,80.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0,0,-0.1, SF
423,Steve Novak,MIL,33,10,8,2,44,0.5,0.2,0.4,44.4,0.2,0.3,46.7,0.0,0.0,100,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0,0.2, C
424,Steven Adams,OKC,22,80,54,26,2014,0.3,0.1,0.2,61.3,0.0,0.0,0.0,0.1,0.1,58.2,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,6,0,0.2, PG
425,TJ McConnell,PHI,24,81,10,71,1606,0.3,0.1,0.3,47.0,0.0,0.1,34.8,0.0,0.0,63.4,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0,0,-0.2, SF
426,TJ Warren,PHX,22,47,14,33,1070,0.5,0.2,0.4,50.1,0.0,0.1,40.0,0.0,0.1,70.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1,0,-0.1, PF
427,Taj Gibson,CHI,31,73,37,36,1936,0.3,0.1,0.3,52.6,0.0,0.0,0.0,0.1,0.1,69.2,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.1,7,0,-0.1, C
428,Tarik Black,LAL,24,39,6,33,496,0.3,0.1,0.2,54.8,0.0,0.0,0.0,0.0,0.1,42.2,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.2,0,0,0.0, SF
429,Tayshaun Prince,MIN,36,77,27,50,1462,0.1,0.1,0.2,44.5,0.0,0.0,17.4,0.0,0.0,68.4,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0,0,-0.1, PF
430,Terrence Jones,HOU,24,50,24,26,1044,0.4,0.2,0.3,45.2,0.0,0.1,31.6,0.1,0.1,66.4,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0,0,-0.2, SF
431,Terrence Ross,TOR,25,73,53,20,1747,0.4,0.1,0.4,43.1,0.1,0.2,38.8,0.0,0.0,79.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1,0,0.1, PG
432,Terry Rozier,BOS,22,39,24,15,311,0.2,0.1,0.3,27.4,0.0,0.1,22.2,0.0,0.0,80.0,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, SF
433,Thabo Sefolosha,ATL,32,75,42,33,1758,0.3,0.1,0.2,50.7,0.0,0.1,34.1,0.0,0.1,62.6,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.1,1,0,-0.0, PF
434,Thaddeus Young,BKN,28,73,21,52,2408,0.5,0.2,0.4,51.4,0.0,0.0,23.3,0.0,0.1,64.4,0.1,0.2,0.3,0.1,0.1,0.1,0.0,0.1,28,0,-0.1, SF
435,Thanasis Antetokounmpo,NYK,23,2,1,1,6,1.0,0.5,0.6,75.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0,0,-1.0, PF
436,Thomas Robinson,BKN,25,71,16,55,916,0.3,0.1,0.3,44.7,0.0,0.0,0.0,0.1,0.1,43.1,0.1,0.2,0.4,0.1,0.1,0.0,0.0,0.1,8,0,-0.3, C
437,Tiago Splitter,ATL,31,36,21,15,579,0.3,0.1,0.3,52.3,0.0,0.0,0.0,0.1,0.1,81.3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0,0,0.2, C
438,Tibor Pleiss,UTA,26,12,7,5,82,0.3,0.1,0.3,44.0,0.0,0.0,0.0,0.0,0.0,100,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0,0,-0.2, C
439,Tim Duncan,SAS,40,61,50,11,1536,0.3,0.1,0.3,48.8,0.0,0.0,0.0,0.1,0.1,70.2,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,11,0,0.3, PG
440,Tim Frazier,NOP,25,51,25,26,741,0.3,0.1,0.3,41.9,0.0,0.1,33.3,0.1,0.1,71.6,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,2,0,-0.0, SG
441,Tim Hardaway Jr.,ATL,24,51,29,22,864,0.4,0.1,0.3,43.0,0.1,0.2,33.6,0.1,0.1,89.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,0.1, C
442,Timofey Mozgov,CLE,29,76,52,24,1326,0.4,0.1,0.3,56.5,0.0,0.0,14.3,0.1,0.1,71.6,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1,2,0,0.0, SF
443,Tobias Harris,DET,23,76,37,39,2513,0.4,0.2,0.3,46.9,0.0,0.1,33.5,0.1,0.1,83.1,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,12,0,0.0, PG
444,Toney Douglas,NOP,30,61,22,39,1262,0.4,0.1,0.3,41.1,0.1,0.2,39.9,0.1,0.1,84.8,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,1,0,-0.1, SG
445,Tony Allen,MEM,34,64,34,30,1620,0.3,0.1,0.3,45.8,0.0,0.0,35.7,0.1,0.1,65.2,0.1,0.1,0.2,0.0,0.1,0.1,0.0,0.1,1,0,-0.1, PG
446,Tony Parker,SAS,34,72,59,13,1980,0.4,0.2,0.4,49.3,0.0,0.0,41.5,0.1,0.1,76.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,3,0,0.2, SG
447,Tony Snell,CHI,24,64,33,31,1301,0.3,0.1,0.3,37.2,0.0,0.1,36.1,0.0,0.0,90.9,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1,0,0.1, SG
448,Tony Wroten,NYK,23,8,0,8,144,0.5,0.1,0.5,33.8,0.0,0.1,17.6,0.1,0.3,54.1,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0,0,-0.5, SF
449,Trevor Ariza,HOU,31,81,40,41,2859,0.4,0.1,0.3,41.6,0.1,0.2,37.1,0.0,0.1,78.3,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,1,0,0.0, PF
450,Trevor Booker,UTA,28,79,39,40,1632,0.3,0.1,0.2,49.0,0.0,0.0,29.3,0.0,0.1,67.0,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,4,0,0.0, PG
451,Trey Burke,UTA,23,64,31,33,1366,0.5,0.2,0.5,41.3,0.1,0.2,34.4,0.1,0.1,81.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, PF
452,Trey Lyles,UTA,20,80,38,42,1382,0.3,0.1,0.3,43.8,0.0,0.1,38.3,0.0,0.1,69.5,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,2,0,-0.0, C
453,Tristan Thompson,CLE,25,82,57,25,2269,0.3,0.1,0.2,58.8,0.0,0.0,0.0,0.1,0.1,61.6,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,23,0,0.2, SG
454,Troy Daniels,CHA,24,43,25,18,476,0.5,0.2,0.4,47.6,0.1,0.3,48.4,0.0,0.0,55.6,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0,0,-0.1, PG
455,Ty Lawson,IND,28,66,31,35,1411,0.3,0.1,0.3,39.3,0.0,0.1,33.3,0.0,0.1,68.6,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,1,0,-0.1, PG
456,Tyler Ennis,MIL,21,46,17,29,654,0.3,0.1,0.3,44.9,0.0,0.1,33.3,0.0,0.1,73.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, PF
457,Tyler Hansbrough,CHA,30,44,28,16,343,0.3,0.1,0.2,45.1,0.0,0.0,66.7,0.1,0.2,58.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.2,1,0,-0.1, SG
458,Tyler Johnson,MIA,24,36,19,17,863,0.4,0.1,0.3,48.6,0.0,0.1,38.0,0.1,0.1,79.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,0.0, C
459,Tyler Zeller,BOS,26,60,38,22,710,0.5,0.2,0.4,47.6,0.0,0.0,0.0,0.1,0.1,81.5,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1,1,0,-0.1, SG
460,Tyreke Evans,NOP,26,25,11,14,765,0.5,0.2,0.4,43.3,0.0,0.1,38.8,0.1,0.1,79.6,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,6,0,-0.0, C
461,Tyson Chandler,PHX,33,66,18,48,1618,0.3,0.1,0.2,58.3,0.0,0.0,0.0,0.1,0.1,62.0,0.1,0.3,0.4,0.0,0.1,0.0,0.0,0.1,20,0,-0.2, PG
462,Tyus Jones,MIN,20,37,13,24,573,0.3,0.1,0.3,35.9,0.0,0.1,30.2,0.1,0.1,71.8,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0,0,-0.2, PF
463,Udonis Haslem,MIA,36,37,25,12,260,0.2,0.1,0.2,37.7,0.0,0.0,11.1,0.0,0.1,78.6,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0,0,-0.1, SG
464,Victor Oladipo,ORL,24,72,32,40,2380,0.5,0.2,0.4,43.8,0.0,0.1,34.8,0.1,0.1,83.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,3,1,-0.0, SG
465,Vince Carter,MEM,39,60,33,27,1005,0.4,0.1,0.3,38.8,0.1,0.2,34.9,0.1,0.1,83.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,-0.0, C
466,Wayne Ellington,BKN,28,76,18,58,1615,0.4,0.1,0.3,38.9,0.1,0.2,35.8,0.0,0.0,85.7,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,-0.2, SG
467,Wesley Johnson,LAC,28,80,51,29,1666,0.3,0.1,0.3,40.4,0.1,0.2,33.3,0.0,0.0,65.2,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0,0,0.1, SF
468,Wesley Matthews,DAL,29,78,40,38,2644,0.4,0.1,0.3,38.8,0.1,0.2,36.0,0.1,0.1,86.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0,0,0.0, SG
469,Will Barton,DEN,25,82,33,49,2353,0.5,0.2,0.4,43.2,0.1,0.1,34.5,0.1,0.1,80.6,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,6,0,-0.1, SG
470,Willie Cauley-Stein,SAC,22,66,26,40,1412,0.3,0.1,0.2,56.3,0.0,0.0,0.0,0.1,0.1,64.8,0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.1,3,0,-0.1, C
471,Willie Reed,BKN,26,39,8,31,426,0.4,0.2,0.3,57.1,0.0,0.0,0.0,0.1,0.1,54.5,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1,0,0,-0.2, PF
472,Xavier Munford,MEM,24,14,3,11,244,0.3,0.1,0.3,41.6,0.0,0.1,39.1,0.0,0.1,50.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0,0,-0.1, PG
473,Zach LaVine,MIN,21,82,29,53,2294,0.5,0.2,0.4,45.2,0.1,0.1,38.9,0.1,0.1,79.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0,0,-0.1, PG
474,Zach Randolph,MEM,34,68,37,31,2016,0.5,0.2,0.5,47.5,0.0,0.0,23.1,0.1,0.1,79.6,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,17,1,-0.0, PF
475,Zaza Pachulia,DAL,32,76,40,36,2004,0.3,0.1,0.2,46.6,0.0,0.0,0.0,0.1,0.1,76.8,0.1,0.2,0.4,0.1,0.1,0.0,0.0,0.1,26,0,0.0, C
